wl,flux,fluxerr
3519.348568677422,2.7424764e-16,1.1886107e-16
3520.8108274793244,7.5200227e-17,1.1114926e-16
3522.2730862812277,3.9292548e-17,1.0942044e-16
3523.73534508313,1.5503705000000001e-16,1.1507881e-16
3525.197603885033,1.2731583e-16,1.1567488e-16
3526.6598626869354,1.4167384000000002e-16,1.1634572000000001e-16
3528.1221214888387,8.1537377e-17,1.1476724000000002e-16
3529.584380290741,1.2642337e-16,1.1785749000000001e-16
3531.0466390926435,2.4700375000000004e-16,1.2126059000000001e-16
3532.5088978945464,2.475115e-17,1.1391347e-16
3533.9711566964493,7.2111237e-17,1.1587463e-16
3535.433415498352,-8.3761533e-17,1.1364836e-16
3536.8956743002545,6.1834484e-17,1.1703097e-16
3538.357933102158,1.4038302000000002e-16,1.1654078e-16
3539.8201919040603,4.7109706e-17,1.1307019000000002e-16
3541.282450705963,-6.1914489e-17,1.1247434000000001e-16
3542.7447095078655,2.0263614e-16,1.2124144e-16
3544.2069683097684,1.4866958e-16,1.1717721000000002e-16
3545.6692271116713,1.1343690000000002e-16,1.1683017e-16
3547.1314859135737,3.4757504e-17,1.1312791e-16
3548.5937447154765,1.6174215000000002e-16,1.1574390000000002e-16
3550.0560035173794,1.2867108e-16,1.1302967000000002e-16
3551.5182623192823,1.5139754e-16,1.1539369000000001e-16
3552.9805211211847,1.7180977000000002e-16,1.1738951e-16
3554.4427799230875,1.9067527e-17,1.1274709000000001e-16
3555.9050387249904,3.7443416e-17,1.1223534e-16
3557.367297526893,4.4193047e-17,1.0965092000000001e-16
3558.8295563287957,7.5690011e-17,1.1197368e-16
3560.291815130698,1.5039638000000002e-16,1.1707804e-16
3561.7540739326014,1.8661543000000002e-16,1.1713013000000002e-16
3563.216332734504,1.4077553e-16,1.1445429e-16
3564.6785915364067,1.5578081000000002e-16,1.1531034e-16
3566.1408503383095,2.8057758e-17,1.1046689e-16
3567.603109140212,9.1844907e-17,1.1179677e-16
3569.065367942115,1.0176171000000001e-16,1.1445927e-16
3570.527626744017,2.6044725e-17,1.1164733e-16
3571.9898855459205,-2.9827676e-17,1.1068073000000001e-16
3573.452144347823,-2.9352279e-17,1.1055342e-16
3574.914403149726,1.1838872000000002e-16,1.1245604e-16
3576.376661951628,3.4993571e-17,1.1190372e-16
3577.8389207535315,7.2962756e-17,1.1411004e-16
3579.301179555434,1.9460945000000002e-16,1.165735e-16
3580.7634383573363,1.8735078e-16,1.1597566e-16
3582.225697159239,2.6786872000000004e-16,1.1906189e-16
3583.687955961142,1.6971183000000002e-16,1.151736e-16
3585.150214763045,1.2200313000000001e-16,1.1343198000000001e-16
3586.6124735649473,2.8871115e-16,1.1885555e-16
3588.07473236685,1.6069806e-16,1.1401306000000002e-16
3589.536991168753,2.7109102000000005e-16,1.1603146000000002e-16
3590.999249970656,3.7714753000000003e-16,1.1964084e-16
3592.4615087725583,1.5366959000000001e-16,1.1416643000000002e-16
3593.9237675744607,1.5432363000000002e-16,1.1355119e-16
3595.386026376364,2.5801963e-16,1.1742347e-16
3596.8482851782665,1.4086446000000002e-16,1.1449357e-16
3598.3105439801693,2.1664005000000002e-16,1.1685902000000002e-16
3599.772802782072,2.1196694000000003e-16,1.1675673000000002e-16
3601.235061583975,1.5938337000000002e-16,1.1352069000000002e-16
3602.6973203858774,3.5737434000000003e-16,1.2056332e-16
3604.15957918778,3.2392186e-16,1.1873694000000002e-16
3605.621837989683,2.2747927000000003e-16,1.1514931e-16
3607.0840967915856,1.6310322000000001e-16,1.132862e-16
3608.5463555934884,1.2809704000000002e-16,1.1149040000000001e-16
3610.008614395391,8.4057346e-17,1.1136632000000002e-16
3611.470873197294,1.3654221000000002e-16,1.1478711000000002e-16
3612.9331319991966,1.7405299000000002e-16,1.1056927000000001e-16
3614.3953908010994,2.3241981e-16,1.1454177e-16
3615.857649603002,3.4638727000000004e-16,1.1720232000000001e-16
3617.3199084049047,1.5632292e-16,1.1167194000000002e-16
3618.7821672068076,1.1496807e-16,1.0976874000000001e-16
3620.24442600871,3.0375636000000004e-16,1.1803519000000002e-16
3621.706684810613,3.9779875000000005e-16,1.1874310000000002e-16
3623.1689436125157,4.1411110000000004e-16,1.1842407000000002e-16
3624.6312024144186,3.6495135000000005e-16,1.17178e-16
3626.093461216321,3.1613917000000005e-16,1.1425754e-16
3627.5557200182243,-3.3723012e-17,1.0711838000000001e-16
3629.0179788201267,1.7525742e-16,1.1446246000000002e-16
3630.480237622029,2.7344278e-16,1.1592691e-16
3631.942496423932,-3.0146634e-17,1.0845803000000001e-16
3633.404755225835,3.4011989e-17,1.0783774e-16
3634.8670140277377,2.0442333000000002e-16,1.1229947000000002e-16
3636.32927282964,2.7422284000000003e-16,1.1286991000000001e-16
3637.791531631543,3.5857192000000003e-16,1.1477697000000002e-16
3639.253790433446,2.3818863000000003e-16,1.1155052000000001e-16
3640.7160492353482,6.2476945e-17,1.0632508e-16
3642.178308037251,1.5128191000000002e-16,1.0730571000000001e-16
3643.6405668391535,2.4349939e-16,1.1094820000000001e-16
3645.102825641057,1.0427064000000001e-16,1.0697302000000001e-16
3646.5650844429592,1.4841400000000002e-17,1.0458088e-16
3648.027343244862,2.0134967000000002e-16,1.0529756000000001e-16
3649.4896020467645,3.0526792e-16,1.0898273000000001e-16
3650.951860848668,3.7097309000000003e-16,1.1390619e-16
3652.4141196505702,2.5096085000000003e-16,1.1268391e-16
3653.8763784524726,3.0299369000000004e-16,1.1376818e-16
3655.3386372543755,3.085768e-16,1.1045142e-16
3656.8008960562784,2.9993958000000002e-16,1.0568819e-16
3658.263154858181,2.8557062e-16,1.0385869000000001e-16
3659.7254136600836,5.9447929e-17,9.872179900000001e-17
3661.187672461987,2.286855e-16,1.0363129000000001e-16
3662.6499312638894,3.4246201000000003e-16,1.0684284000000001e-16
3664.112190065792,2.2301051e-16,1.0295854e-16
3665.5744488676946,1.3852837e-16,1.0037281e-16
3667.0367076695975,1.7098902000000002e-16,1.0234972e-16
3668.4989664715004,1.3468229e-16,1.0102116000000001e-16
3669.9612252734028,1.8026484e-16,1.0083839000000001e-16
3671.4234840753056,-2.6166165000000002e-17,9.8169651e-17
3672.8857428772085,3.7086146e-17,9.9181681e-17
3674.3480016791113,2.5157199e-16,1.0158050000000001e-16
3675.8102604810138,8.4564388e-17,9.864583300000001e-17
3677.272519282916,1.5561112000000002e-16,1.0190537000000001e-16
3678.7347780848195,1.4984717e-16,1.0010769000000001e-16
3680.197036886722,2.4856301000000004e-16,1.0299147e-16
3681.6592956886248,2.0438831000000001e-16,9.939866e-17
3683.121554490527,1.6424599000000001e-16,9.866907e-17
3684.5838132924305,3.1353867e-16,1.0292085000000001e-16
3686.046072094333,1.4243146000000001e-16,9.939331000000001e-17
3687.5083308962357,2.7201981e-16,9.8074131e-17
3688.9705896981386,5.1702636e-17,9.5800449e-17
3690.432848500041,1.3948638e-16,9.630418e-17
3691.895107301944,3.0686206000000004e-16,9.7844847e-17
3693.3573661038463,2.78814e-16,1.0089218000000001e-16
3694.8196249057496,2.2294190000000003e-16,9.9801842e-17
3696.281883707652,3.1411902000000004e-16,9.9425901e-17
3697.744142509555,1.8889707e-16,9.5585549e-17
3699.2064013114573,6.8583186e-17,9.2238858e-17
3700.6686601133606,1.0349343e-16,9.301895300000001e-17
3702.130918915263,9.1100008e-17,9.2874483e-17
3703.5931777171654,1.3609367000000001e-16,9.3988838e-17
3705.0554365190683,2.3438153e-16,9.4368038e-17
3706.517695320971,2.310596e-16,9.5949596e-17
3707.979954122874,9.6076658e-17,9.3914922e-17
3709.4422129247764,6.8163057e-17,9.2332151e-17
3710.9044717266793,3.0484975e-16,9.7035363e-17
3712.366730528582,8.3287153e-18,9.253846400000001e-17
3713.8289893304845,-2.7310683e-17,9.1917191e-17
3715.2912481323874,1.1052404000000001e-16,9.417864000000001e-17
